370,748228437079; 1071615,8626812678
405,2925586136598; 1152321,9887540713
435,3774292196904; 1223382,0656999126
474,475600933873; 1305131,69576798
501,1379763901223; 1371610,5356614394
533,3544957886484; 1445259,3751321202
562,2826444378684; 1520958,863569104
604,427904376706; 1597618,2302456358
651,2837788957945; 1686799,6448653461
693,3887409161161; 1757656,1112755267
735,5112764648134; 1831043,1657717852
782,2520140738552; 1903644,8653447777
828,9466969188784; 1969614,6788990842
889,5441616520338; 2040165,7295057718
964,0608455821907; 2117664,9896419067
1033,930391728557; 2191782,860525093
1099,1039426523298; 2255483,870967743
1164,3047628442719; 2323111,65602672
1234,1563188484429; 2394638,946433857
1299,3386439117426; 2459603,4329683343
1378,4225056125028; 2528969,840458447
1480,4842147428712; 2578114,01974764
1582,4545305078009; 2614097,554413625
1690,6657484766397; 2626885,1503631035
1786,0733571285514; 2639724,716833922
1888,0523494788072; 2676957,6797869196
1887,5857420012503; 2609766,2030186458
1989,7727795863334; 2676957,6797869196
1973,1180740521527; 2609002,6635099147
2091,453104588352; 2671182,5445936145
2074,8278994442803; 2607475,5844924543
2184,201487537404; 2627594,8505475
2294,5617204471896; 2623339,3572985185
2359,233994278386; 2614856,4664101815
2573,6424868194613; 2566668,639636975
2820,280101996586; 2424850,816540667
2921,655396821126; 2375151,335790579
3023,0268353855213; 2324896,553579597
3124,392489559699; 2273808,8191772727
3225,7562156038034; 2222443,434044501
3327,139222948634; 2173854,5562162027
3428,5125896431023; 2123877,424735668
3529,8686031669163; 2071401,4366811067
3631,2400417313115; 2021146,6544701243
3732,630761596432; 1973668,3795636157
3834,0716128434383; 1933409,0236487407
3935,5336735212436; 1896203,8257687874
4037,063218751588; 1868716,4034544928
4138,610117152586; 1843727,837714225
4240,247637666993; 1831788,8563049873
4341,962283384302; 1830955,9041136438
4443,682713491829; 1830955,9041136438
4545,457131241386; 1838730,1245661713
4647,356877445662; 1864551,6424977817
4749,324108202474; 1900090,9359950507
4851,395457983206; 1950623,36893648
4939,6626015257625; 2010769,4584196517
5004,870112788136; 2079360,7576205982
5060,771102561574; 2139425,865640723
5121,337965116007; 2205570,2025113106
5181,901696754463; 2271263,687481505
5242,487445802035; 2340127,679364141
5303,042895662753; 2404628,588339746
5335,666535135313; 2441787,5110979592
5547,572609417644; 2773036,4013021607
5583,509338726119; 2843409,292690146
5620,994886718621; 2914876,5907073105
5663,127420998981; 2989703,46256289
5695,972345532866; 3058727,434152117
5725,152280424845; 3132638,058597219
5757,12973923909; 3209908,256880735
5785,402617473939; 3286364,013021604
5818,313841117431; 3364935,0563940685
5846,571322876591; 3439173,720035514
5879,536434184998; 3525504,5871559633
5907,896978067147; 3614584,196507843
5936,300726345366; 3709885,238893822
5969,287675512151; 3799360,757620598
5997,690638255894; 3894548,6830423214
6026,987931998292; 3985358,9819473224
6059,176778139488; 4093068,955312223
6087,645894107865; 4197782,945080962
6120,726546315478; 4300751,701686891
6149,183542609113; 4403720,458292818
6177,603169905626; 4501308,079313407
6209,537502877249; 4629437,280683212
6234,721050771102; 4736605,504587157
6259,794764112608; 4827957,552953114
6290,557528525864; 4953832,494820953
6315,565568379863; 5059506,36282924
6329,948743875571; 5133264,279372595
6349,090844321681; 5226500,937160896
6377,628526227718; 5341088,421952583
6363,284666732432; 5272992,009470258
6396,678915523988; 5421118,674163954
6411,02285357272; 5489226,398342704
6425,39542435303; 5561457,235868601
6439,812534938015; 5640101,805267831
6454,1935894906455; 5713554,306007694
6468,602216303312; 5790977,212192956
6487,67444345796; 5874152,116010655
6516,285965604551; 5999372,5954424385
6501,907385485514; 5926276,413139982
6530,742402009142; 6083680,082864753
6549,747377593634; 6157170,760580054
6564,116766959323; 6228943,47440071
6578,442676991877; 6294455,164249778
6592,855545690703; 6372488,902042024
6607,2461444871915; 6447315,773897603
6624,860576764986; 6542503,699319325
6640,928841537601; 6636978,987866232
6658,233191937126; 6731902,219591595
6669,926375324718; 6817785,143533589
6685,345631514914; 6907577,389760284
6700,511586503004; 7036986,428782818
6732,530252211371; 7177259,544243859
6718,16086284568; 7105486,830423202
6747,188089835914; 7290568,807339449
6760,772023281048; 7382397,158922758
6780,8453355693655; 7476567,031666173
6795,349051330111; 7567682,746374667
6810,008302916707; 7681195,620005919
6824,7205780803; 7802343,888724474
6840,310216697906; 7916671,204498372
